Noise level,Mean absolute estimated drift mean,Estimated mean at final grid point,Analytical drift sample mean at final grid point,Mean near-maturity RMSE,Maximum near-maturity RMSE,RMSE at final grid point,Estimated variance at final grid point,Analytical drift sample variance at final grid point,Analytical benchmark variance at final grid point
0.05,0.06447534169108593,0.3635764576420172,0.2902682562770583,0.03416270118967428,0.24143286838588626,0.24143286838588626,148.69054928984275,153.09618035887797,154.6012269938627
0.1,0.046338019343572664,0.29512031641244724,0.20578943083897305,0.050976577954909584,0.2188146234895934,0.2188146234895934,70.26942690651589,71.37003053541238,71.59090909090858
0.25,0.06365589024167873,0.17058013141813466,0.08824497988166724,0.07564864467059737,0.2511764482165785,0.2511764482165785,16.231184474824598,15.052832965834853,15.044776119402963
0.5,0.056900630628528244,0.1163602162636241,0.04272361104884094,0.08350411413077863,0.2957987397675015,0.2957987397675015,4.918165229234866,3.941070975250894,3.9374999999999987
1.0,0.041713545802396876,0.08871847818805302,0.020738049388701985,0.08271290897236316,0.319049208769136,0.319049208769136,1.6175043520912475,0.9968988751687208,0.9960474308300395
